FE112	phv00001842.v1.p11	INTERIM HISTORY OF SMOKING: TIME PATTERN:
FE113	phv00001843.v1.p11	CIGARETTE SMOKING ONLY: MAXIMUM NO. OF CIGARETTES/DAY EVER SMOKED REGULARLY FOR AS LONG AS ONE YEAR
FE114	phv00001844.v1.p11	CIGARETTE SMOKING ONLY: STOPPED SMOKING CIGARETTES FOR LAST YEAR OR LONGER
FE115	phv00001845.v1.p11	CIGARETTE SMOKING ONLY: YEARS SINCE STOPPED SMOKING CIGARETTES
FE116	phv00001846.v1.p11	CIGARETTE SMOKING ONLY: REASON FOR STOPPING
FE117	phv00001847.v1.p11	CIGARETTE SMOKING ONLY: IF NOW SMOKING: PORTION OF CIGARETTE SMOKED
FE118	phv00001848.v1.p11	CIGARETTE SMOKING ONLY: IF NOW SMOKING: USES FILTER CIGARETTES
FE119	phv00001849.v1.p11	CIGARETTE SMOKING ONLY: IF NOW SMOKING: INHALES CIGARETTES
FF108	phv00002055.v1.p11	INTERIM HISTORY OF SMOKING: EVER SMOKED
FF109	phv00002056.v1.p11	INTERIM HISTORY OF SMOKING: SMOKED AT LEAST ONE YR. IN LAST TWO YRS.
FF110	phv00002057.v1.p11	INTERIM HISTORY OF SMOKING: AMOUNT SMOKED: CIGARETTES/DAY
FF111	phv00002058.v1.p11	INTERIM HISTORY OF SMOKING: AMOUNT SMOKED: CIGARS/DAY
FF112	phv00002059.v1.p11	INTERIM HISTORY OF SMOKING: AMOUNT SMOKED: CIGARILLOS/DAY
FF113	phv00002060.v1.p11	INTERIM HISTORY OF SMOKING: AMOUNT SMOKED: PIPES/DAY
FF114	phv00002061.v1.p11	CIGARETTE SMOKING ONLY: STOPPED SMOKING CIGARETTES FOR LAST YEAR OR LONGER
FF115	phv00002062.v1.p11	CIGARETTE SMOKING ONLY: IF NOW SMOKING: PORTION OF CIGARETTE SMOKED
FF116	phv00002063.v1.p11	CIGARETTE SMOKING ONLY: IF NOW SMOKING: USES FILTER CIGARETTES
FF117	phv00002064.v1.p11	CIGARETTE SMOKING ONLY: IF NOW SMOKING: INHALES CIGARETTES
FG103	phv00002237.v1.p11	INTERIM HISTORY OF SMOKING: SMOKED AT LEAST ONE YR. IN LAST TWO YRS.
FG104	phv00002238.v1.p11	INTERIM HISTORY OF SMOKING: AMOUNT SMOKED: CIGARETTES/DAY
FG105	phv00002239.v1.p11	INTERIM HISTORY OF SMOKING: AMOUNT SMOKED: CIGARS/DAY
FG106	phv00002240.v1.p11	INTERIM HISTORY OF SMOKING: AMOUNT SMOKED: CIGARILLOS/DAY
FG107	phv00002241.v1.p11	INTERIM HISTORY OF SMOKING: AMOUNT SMOKED: PIPES/DAY
FG108	phv00002242.v1.p11	CIGARETTE SMOKING ONLY: IF NOW SMOKING: USES FILTER CIGARETTES
FG109	phv00002243.v1.p11	CIGARETTE SMOKING ONLY: IF NOW SMOKING: INHALES CIGARETTES
FH101	phv00002458.v1.p11	INTERIM HISTORY OF SMOKING: SMOKED AT LEAST ONE YR. IN LAST TWO YRS.
FH102	phv00002459.v1.p11	INTERIM HISTORY OF SMOKING: AMOUNT SMOKED: CIGARETTES/DAY
FH103	phv00002460.v1.p11	INTERIM HISTORY OF SMOKING: AMOUNT SMOKED: CIGARS/DAY
FH104	phv00002461.v1.p11	INTERIM HISTORY OF SMOKING: AMOUNT SMOKED: CIGARILLOS/DAY
FH105	phv00002462.v1.p11	INTERIM HISTORY OF SMOKING: AMOUNT SMOKED: PIPES/DAY
FH106	phv00002463.v1.p11	CIGARETTE SMOKING ONLY: IF NOW SMOKING: USES FILTER CIGARETTES
FH107	phv00002464.v1.p11	CIGARETTE SMOKING ONLY: IF NOW SMOKING: INHALES CIGARETTES
FJ38	phv00002981.v1.p11	SMOKING HISTORY: EVER SMOKED CIGARETTES REGULARLY
FJ39	phv00002982.v1.p11	SMOKING HISTORY: FOR CURRENT & FORMER SMOKERS: CIGARETTES/DAY SMOKED DURING MOST OF SMOKING LIFETIME
FJ40	phv00002983.v1.p11	SMOKING HISTORY: NO. CIGARETTES/DAY
FJ41	phv00002984.v1.p11	SMOKING HISTORY: AGE STOPPED SMOKING
FJ42	phv00002985.v1.p11	SMOKING HISTORY: AGE STARTED
FJ43	phv00002986.v1.p11	SMOKING HISTORY: YEARS STOPPED DURING SMOKING PERIOD
FJ44	phv00002987.v1.p11	SMOKING HISTORY: INHALE
FJ45	phv00002988.v1.p11	SMOKING HISTORY: USE FILTER
FJ46	phv00002989.v1.p11	SMOKING HISTORY: WHAT BRAND LAST SMOKED
FJ47	phv00002990.v1.p11	CODE FOR CIGARETTE CARD EDITION
FJ48	phv00002991.v1.p11	SMOKING HISTORY: HOW MANY HOURS SINCE YOUR LAST CIGARETTE
FJ49	phv00002992.v1.p11	SMOKING HISTORY: SMOKE CIGARS NOW
FJ50	phv00002993.v1.p11	SMOKING HISTORY: SMOKE PIPES NOW
FK131	phv00003379.v1.p11	SMOKING HISTORY: NUMBER OF CIGARETTES SMOKED PER DAY
FK132	phv00003380.v1.p11	SMOKING HISTORY: DOES PATIENT INHALE
FK133	phv00003381.v1.p11	SMOKING HISTORY: WHAT BRAND DID PATIENT SMOKE
FK134	phv00003382.v1.p11	SMOKING HISTORY: CODE BRAND
FK135	phv00003383.v1.p11	SMOKING HISTORY: NUMBER OF HOURS SINCE LAST CIGARETTE
FK136	phv00003384.v1.p11	SMOKING HISTORY: DOES PATIENT NOW SMOKE CIGARS
FK137	phv00003385.v1.p11	SMOKING HISTORY: DOES PATIENT NOW SMOKE A PIPE
FL186	phv00003830.v1.p11	SMOKE CIGARETTES REGULARLY IN PAST YEAR
FL187	phv00003831.v1.p11	HOW MANY CIGARETTES DO/DID YOU SMOKE PER DAY
FL189	phv00003833.v1.p11	STRENGTH OF CIGARETTES SMOKED
FL190	phv00003834.v1.p11	TYPE OF CIGARETTES SMOKED
FL191	phv00003835.v1.p11	FILTER OF CIGARETTES SMOKED
FL192	phv00003836.v1.p11	LENGTH OF CIGARETTES SMOKED
FL193	phv00003837.v1.p11	NUMBER OF HOURS SINCE LAST CIGARETTE
FL194	phv00003838.v1.p11	DOES PATIENT NOW SMOKE CIGARS
FL195	phv00003839.v1.p11	DOES PATIENT NOW SMOKE A PIPE
FM235	phv00004095.v1.p11	BRAND OF CIGARETTE
FM251	phv00004096.v1.p11	HOURS PER WEEK EXPOSED TO THE SMOKING OF OTHERS AT HOME
FM252	phv00004097.v1.p11	HOURS PER WEEK EXPOSED TO THE SMOKING OF OTHERS AT WORK
FM253	phv00004098.v1.p11	HOURS PER WEEK EXPOSED TO THE SMOKING OF OTHERS IN A CAR
FM254	phv00004099.v1.p11	HOURS PER WEEK EXPOSED TO THE SMOKING OF OTHERS IN OTHER PLACES
FM232	phv00004273.v1.p11	SMOKED CIGARETTES REGULARLY IN LAST YEAR
FM233	phv00004274.v1.p11	HOW MANY CIGARETTES DO/DID YOU SMOKE PER DAY?
FM236	phv00004276.v1.p11	STRENGTH OF CIGARETTES SMOKED
FM237	phv00004277.v1.p11	TYPE OF CIGARETTES SMOKED
FM238	phv00004278.v1.p11	FILTER OF CIGARETTES SMOKED
FM239	phv00004279.v1.p11	LENGTH OF CIGARETTES SMOKED
FM240	phv00004280.v1.p11	NUMBER OF HOURS SINCE LAST CIGARETTE
FM241	phv00004281.v1.p11	DOES PATIENT NOW SMOKE CIGARS
FM242	phv00004282.v1.p11	DOES PATIENT NOW SMOKE A PIPE
FM243	phv00004283.v1.p11	DOES YOUR SPOUSE SMOKE NOW?
FM244	phv00004284.v1.p11	IF SPOUSE SMOKES, HOW MANY CIGARETTES A DAY (TOTAL)
FM245	phv00004285.v1.p11	IF SPOUSE SMOKES, HOW MANY PIPES A DAY (TOTAL)
FM246	phv00004286.v1.p11	IF SPOUSE SMOKES, HOW MANY CIGARS A DAY (TOTAL)
FM247	phv00004287.v1.p11	IF SPOUSE SMOKES, HOW MANY CIGARETTES A DAY (AT HOME)
FM248	phv00004288.v1.p11	IF SPOUSE SMOKES, HOW MANY PIPES A DAY (AT HOME)
FM249	phv00004289.v1.p11	IF SPOUSE SMOKES, HOW MANY CIGARS A DAY (AT HOME)
FM250	phv00004290.v1.p11	EXCLUDING YOU AND YOUR SPOUSE, HOW MANY OTHER SMOKERS LIVE IN YOUR HOUSEHOLD
FN188	phv00004537.v1.p11	CIGARETTE BRAND XXXXXXXX FIRST EIGHT LETTERS OF CIGARETTE BRAND
FN185	phv00004683.v1.p11	SMOKED CIGARETTES REGULARLY IN LAST YEAR
FN186	phv00004684.v1.p11	HOW MANY CIGARETTES SMOKED PER DAY
FN187	phv00004685.v1.p11	CIGARETTES - DO YOU INHALE?
FN189	phv00004686.v1.p11	CIGARETTE-STRENGTH
FN190	phv00004687.v1.p11	CIGARETTE-TYPE
FN191	phv00004688.v1.p11	CIGARETTE-FILTER
FN192	phv00004689.v1.p11	CIGARETTE-LENGTH
FN193	phv00004690.v1.p11	HOURS SINCE LAST CIGARETTE
FN194	phv00004691.v1.p11	DO YOU NOW SMOKE CIGARS
FN195	phv00004692.v1.p11	DO YOU NOW SMOKE PIPES
FO120	phv00004973.v1.p11	MEDICATION USE: ANTI CHOLESTEROL DRUGS (NIACIN OR NICOTINIC ACID)
FO180	phv00005033.v1.p11	SMOKED CIGARETTES REGULARLY IN LAST YEAR?
FO181	phv00005034.v1.p11	CIGARETTES - HOW MANY CIGARETTES DO/DID YOU SMOKE PER DAY?
FO182	phv00005035.v1.p11	CIGARETTES - DO YOU INHALE?
FO183	phv00005036.v2.p11	CIGARETTE BRAND XXXXXXXX FIRST EIGHT LETTERS OF CIGARETTE BRAND
FO184	phv00005037.v1.p11	CIGARETTE-STRENGTH
FO185	phv00005038.v1.p11	CIGARETTE-TYPE
FO186	phv00005039.v1.p11	CIGARETTE-FILTER
FO187	phv00005040.v1.p11	CIGARETTE-LENGTH
FO188	phv00005041.v1.p11	HOURS SINCE LAST CIGARETTE
FO189	phv00005042.v1.p11	DO YOU NOW SMOKE CIGARS
FO190	phv00005043.v1.p11	DO YOU NOW SMOKE PIPES
FP074	phv00005593.v1.p11	MEDICATION USE: ANTI CHOLESTEROL DRUGS (NIACIN OR NICOTINIC ACID)
FP133	phv00005652.v1.p11	SMOKED CIGARETTES REGULARLY IN LAST YEAR
FP134	phv00005653.v1.p11	HOW MANY CIGARETTES SMOKED PER DAY
FP135	phv00005654.v1.p11	CIGARETTES - DO YOU INHALE?
FP136	phv00005655.v1.p11	CIGARETTE BRAND XXXXXXXX FIRST EIGHT LETTERS OF CIGARETTE BRAND
FP137	phv00005656.v1.p11	CIGARETTE-STRENGTH
FP138	phv00005657.v1.p11	CIGARETTE-TYPE
FP139	phv00005658.v1.p11	CIGARETTE-FILTER
FP140	phv00005659.v1.p11	CIGARETTE-LENGTH
FP141	phv00005660.v1.p11	HOURS SINCE LAST CIGARETTE
FP142	phv00005661.v1.p11	DO YOU NOW SMOKE CIGARS
FP143	phv00005662.v1.p11	DO YOU NOW SMOKE PIPES
FQ159	phv00006144.v1.p11	MEDICATION USE - ANTI CHOLESTEROL DRUGS (NIACIN OR NICOTINIC ACID)
FQ194	phv00006179.v1.p11	SMOKED CIGARETTES REGULARLY IN LAST YEAR?
FQ195	phv00006180.v1.p11	IF YES (TO FQ194), HOW MANY CIGARETTES DO/DID YOU SMOKE A DAY?
FR211	phv00006484.v1.p11	OTHER MEDICATIONS - ANTI CHOLESTEROL DRUGS (NIACIN OR NICOTINIS ACID)
FR252	phv00006525.v1.p11	SMOKING HISTORY SMOKED CIGARETTES REGULARLY IN THE LAST YEAR?
FR253	phv00006526.v1.p11	SMOKING HISTORY HOW MANY CIGARETTES DO/DID YOU SMOKE A DAY?
FS270	phv00006879.v1.p11	NONCARDIOVASCULAR MEDICATIONS: ANTI CHOLESTEROL DRUGS (NIACIN OR NICOTINIC ACID)
FS347	phv00006956.v1.p11	SMOKING: SMOKED CIGARETTES REGULARLY IN THE LAST YEAR?
FS348	phv00006957.v1.p11	SMOKING: HOW MANY CIGARETTES DO/DID YOU SMOKE A DAY?
FT277	phv00007316.v1.p11	NONCARDIOVASCULAR MEDICATIONS: ANTI CHOLESTEROL DRUGS (NIACIN OR NICOTINIC ACID)
FT349	phv00007388.v1.p11	SMOKING: SMOKED CIGARETTES REGULARLY IN THE LAST YEAR?
FT350	phv00007389.v1.p11	SMOKING: HOW MANY CIGARETTES DO/DID YOU SMOKE A DAY?
A96	phv00007609.v6.p11	SMOKED AT LEAST 1 YEAR
A97	phv00007610.v6.p11	SMOKES CIGARS
A98	phv00007611.v6.p11	SMOKES PIPES
A99	phv00007612.v6.p11	SMOKES CIGARETTES
A100	phv00007613.v6.p11	AGE STARTED SMOKING CIGARETTES REGULARLY
A102	phv00007615.v6.p11	USUAL # OF CIGARETTES SMOKED, NOW OR EVER
B85	phv00007735.v6.p11	EVER SMOKED
B86	phv00007736.v6.p11	SMOKING NOW
B87	phv00007737.v6.p11	SMOKING LAST YEAR(NOT SMOKING NOW)
B88	phv00007738.v6.p11	NO. OF CIGARETTES PER DAY
B89	phv00007739.v6.p11	NO. OF CIGARS PER DAY
B90	phv00007740.v6.p11	NO. OF CIGARILLOS PER DAY
B92	phv00007742.v6.p11	INHALES CIGARETTES
B94	phv00007744.v6.p11	INHALES CIGARS
B95	phv00007745.v6.p11	NO. OF CIGARETTES SMOKED THIS MORNING
B96	phv00007746.v6.p11	SMOKING TIME PATTERN
B97	phv00007747.v6.p11	AGE START CIGARETTE SMOKING
B98	phv00007748.v6.p11	MAX NO. CIGARETTES PER DAY
B99	phv00007749.v6.p11	STOP SMOKING CIGARETTE LAST YEAR OR LONGER
B100	phv00007750.v6.p11	NO. YEARS STOPPED SMOKING CIGARETTE
B102	phv00007752.v6.p11	CIGARETTE RANK
B375	phv00007993.v6.p11	EVER SMOKED REGULARLY
B376	phv00007994.v6.p11	EVER SMOKED CIGARETTES REGULARLY
B377	phv00007995.v6.p11	NUMBER OF CIGARETTES SMOKED
B379	phv00007996.v6.p11	CURRENT CIGARETTE SMOKING
B381	phv00007998.v6.p11	CURRENT SMOKING-REG LAST 2 YRS
C67	phv00008442.v6.p11	SMOKED CIGARETTES REGULARLY IN LAST YEAR
C68	phv00008443.v6.p11	CIGARETTES SMOKED PER DAY
C69	phv00008444.v6.p11	INHALED CIGARETTES
C70	phv00008445.v6.p11	STRENGTH OF CIGARETTE
C71	phv00008446.v6.p11	TYPE CIGARETTE
C72	phv00008447.v6.p11	FILTER CIGARETTE
C73	phv00008448.v6.p11	LENGTH OF CIGARETTE
C74	phv00008449.v6.p11	HOURS SINCE LAST CIGARETTE
C75	phv00008450.v6.p11	CIGAR SMOKER IN INTERIM (DO YOU NOW SMOKE CIGARS?)
C76	phv00008451.v6.p11	PIPE SMOKER IN INTERIM (DO YOU NOW SMOKE PIPES?)
D112	phv00008745.v6.p11	HOURS PER WEEK EXPOSED TO THE SMOKING OF OTHERS AT HOME
D113	phv00008746.v6.p11	HOURS PER WEEK EXPOSED TO THE SMOKING OF OTHERS AT WORK
D114	phv00008747.v6.p11	HOURS PER WEEK EXPOSED TO THE SMOKING OF OTHERS IN A CAR
D115	phv00008748.v6.p11	HOURS PER WEEK EXPOSED TO THE SMOKING OF OTHERS IN OTHER PLACES
D096	phv00008762.v7.p11	BRAND OF CIGARETTE XXXXXXXX (FIRST EIGHT LETTERS OF CIGARETTE BRAND)
D093	phv00008862.v6.p11	SMOKED CIGARETTES REGULARLY IN PAST YEAR
D094	phv00008863.v6.p11	HOW MANY CIGARETTES DO/DID YOU SMOKE PER DAY
D097	phv00008865.v6.p11	STRENGTH OF CIGARETTES SMOKED
D098	phv00008866.v6.p11	TYPE OF CIGARETTES SMOKED
D099	phv00008867.v6.p11	FILTER OF CIGARETTES SMOKED
D100	phv00008868.v6.p11	LENGTH OF CIGARETTES SMOKED
D101	phv00008869.v6.p11	NUMBER OF HOURS SINCE LAST CIGARETTE
D102	phv00008870.v6.p11	DOES PATIENT NOW SMOKE CIGARS
D103	phv00008871.v6.p11	DOES PATIENT NOW SMOKE A PIPE
D104	phv00008872.v6.p11	DOES YOUR SPOUSE SMOKE NOW?
D105	phv00008873.v6.p11	IF SPOUSE SMOKES, HOW MANY CIGARETTES A DAY (TOTAL)
D106	phv00008874.v6.p11	IF SPOUSE SMOKES, HOW MANY PIPES A DAY (TOTAL)
D107	phv00008875.v6.p11	IF SPOUSE SMOKES, HOW MANY CIGARS A DAY (TOTAL)
D108	phv00008876.v6.p11	IF SPOUSE SMOKES, HOW MANY CIGARETTES A DAY AT HOME
D109	phv00008877.v6.p11	IF SPOUSE SMOKES, HOW MANY PIPES A DAY AT HOME
D110	phv00008878.v6.p11	IF SPOUSE SMOKES, HOW MANY CIGARS A DAY AT HOME
D111	phv00008879.v6.p11	EXCLUDING YOU AND YOUR SPOUSE, HOW MANY OTHER SMOKERS LIVE IN YOUR HOUSEHOLD
E319	phv00009272.v6.p11	SMOKED CIGARETTES REGULARLY IN LAST YEAR
E320	phv00009273.v6.p11	HOW MANY CIGARETTES SMOKED PER DAY
E321	phv00009274.v6.p11	CIGARETTES - DO YOU INHALE?
E322	phv00009275.v6.p11	CIGARETTE BRAND XXXXXXXX (FIRST EIGHT LETTERS OF CIGARETTE BRAND)
E323	phv00009276.v6.p11	CIGARETTE-STRENGTH
E324	phv00009277.v6.p11	CIGARETTE-TYPE
E325	phv00009278.v6.p11	CIGARETTE-FILTER
E326	phv00009279.v6.p11	CIGARETTE-LENGTH
E327	phv00009280.v6.p11	HOURS SINCE LAST CIGARETTE
E328	phv00009281.v6.p11	DO YOU NOW SMOKE CIGARS
E329	phv00009282.v6.p11	DO YOU NOW SMOKE PIPES
E330	phv00009283.v6.p11	DOES SPOUSE SMOKE NOW
E331	phv00009284.v6.p11	SPOUSE-CIGARETTES/DAY-TOTAL
E333	phv00009286.v6.p11	SPOUSE-CIGARS/DAY-TOTAL
E334	phv00009287.v6.p11	SPOUSE-CIGARETTES/DAY-AT HOME
E336	phv00009289.v6.p11	SPOUSE-CIGARS/DAY-AT HOME
E337	phv00009290.v6.p11	EXCLUDING YOU AND YOUR SPOUSE, # OF SMOKERS IN HOUSEHOLD
F210	phv00009700.v6.p11	MEDICATIONS: ANTI CHOLESTEROL DRUGS (NIACIN OR NICOTINIC ACID)
F288	phv00009778.v6.p11	SMOKED CIGARETTES REGULARLY IN LAST YEAR
F289	phv00009779.v6.p11	HOW MANY CIGARETTES DO/DID YOU SMOKE A DAY
F291	phv00009781.v7.p11	CIGARETTE BRAND XXXXXXXX (FIRST 8 LETTERS OF BRAND)
F292	phv00009782.v6.p11	STRENGTH OF CIGARETTES SMOKED
F293	phv00009783.v6.p11	TYPE OF CIGARETTES SMOKED
F294	phv00009784.v6.p11	FILTER OF CIGARETTES SMOKED
F295	phv00009785.v6.p11	LENGTH OF CIGARETTES SMOKED
F296	phv00009786.v6.p11	HOW MANY HOURS SINCE LAST CIGARETTE
F297	phv00009787.v6.p11	DO YOU NOW SMOKE CIGARS
F298	phv00009788.v6.p11	DO YOU NOW SMOKE PIPES
F299	phv00009789.v6.p11	DOES YOUR SPOUSE SMOKE NOW
F300	phv00009790.v6.p11	SPOUSE SMOKES - HOW MANY TOTAL CIGARETTES/DAY
F301	phv00009791.v6.p11	SPOUSE SMOKES - HOW MANY TOTAL PIPES/DAY
F302	phv00009792.v6.p11	SPOUSE SMOKES HOW MANY TOTAL CIGARS/DAY
F303	phv00009793.v6.p11	SPOUSE SMOKES - HOW MANY CIGARETTES/DAY AT HOME
F304	phv00009794.v6.p11	SPOUSE SMOKES - HOW MANY PIPES/DAY AT HOME
F305	phv00009795.v6.p11	SPOUSE SMOKES - HOW MANY CIGARS/DAY AT HOME
F306	phv00009796.v6.p11	EXCLUDING YOU AND YOUR SPOUSE, HOW MANY OTHER SMOKERS LIVE IN YOUR HOUSEHOLD
G042	phv00010185.v6.p11	NON-CARDIOVASCULAR MEDICATIONS: ANTI-CHOLESTEROL DRUGS (NIACIN OR NICOTINIC ACID)
G116	phv00010259.v6.p11	SMOKED CIGARETTES REGULARLY IN LAST YEAR
G117	phv00010260.v6.p11	HOW MANY CIGARETTES DO/DID YOU SMOKE A DAY
G119	phv00010262.v6.p11	CIGARETTE BRAND XXXXXXXX (FIRST 8 LETTERS OF BRAND)
G120	phv00010263.v6.p11	STRENGTH OF CIGARETTES SMOKED
G121	phv00010264.v6.p11	TYPE OF CIGARETTES SMOKED
G122	phv00010265.v6.p11	FILTER OF CIGARETTES SMOKED
G123	phv00010266.v6.p11	LENGTH OF CIGARETTES SMOKED
G124	phv00010267.v6.p11	HOW MANY HOURS SINCE LAST CIGARETTE?
G673	phv00010664.v6.p11	RESPIRATORY: DO YOU NOW SMOKE CIGARS OR PIPES?
G674	phv00010665.v6.p11	RESPIRATORY: DO YOU NOW SMOKE CIGARETTES (I.E. WITHIN THE LAST WEEK)?
G675	phv00010666.v6.p11	RESPIRATORY: HAVE YOU EVER SMOKED CIGARETTES FOR AS LONG AS A YEAR?
G676	phv00010667.v6.p11	RESPIRATORY: HOW MANY YEARS HAVE YOU SMOKED/DID YOU SMOKE?
G677	phv00010668.v6.p11	RESPIRATORY: HOW MANY CIGARETTES DO/DID YOU SMOKE A DAY?
G678	phv00010669.v6.p11	RESPIRATORY: IF YOU NO LONGER SMOKE, WHEN DID YOU QUIT?
G3A070	phv00020925.v5.p11	HAVE YOU EVER SMOKED CIGARETTES REGULARLY? (NO MEANS LESS THAN
G3A071	phv00020926.v5.p11	IF EVER SMOKED CIGS REGULARLY: HAVE YOU SMOKED CIGARETTES REGULARLY IN THE LAST YEAR?
G3A072	phv00020927.v5.p11	IF EVER SMOKED CIGS REGULARLY: DO YOU NOW SMOKE CIGARETTS (AS OF 1 MONTH AGO)?
G3A073	phv00020928.v5.p11	IF EVER SMOKED CIGS REGULARLY: HOW MANY CIGARETTES DO YOU SMOKE PER DAY NOW?
G3A074	phv00020929.v5.p11	IF EVER SMOKED CIGS REGULARLY: ON THE AVERAGE OF THE ENTIRE TIME YOU SMOKED, HOW MANY CIGARETTES DID YOU SMOKE PER DAY?
